Rk,Player,ScoreURL,Games,GamesStarted,Yrs,PB,AP1,ApproxValue
1,Jahri Evans,EvanJa21,169,169,11,6,4,135
2,Matt Ryan,RyanMa00,142,142,9,4,1,135
3,Haloti Ngata,NgatHa20,162,160,11,5,2,123
4,Patrick Willis,WillPa98,112,112,8,7,5,107
5,Darrelle Revis,ReviDa99,140,140,10,7,4,105
6,Jay Cutler,CutlJa00,139,139,11,1,0,104
7,Adrian Peterson,PeteAd01,123,116,10,7,4,104
8,Joe Thomas,ThomJo28,160,160,10,10,6,104
9,Andrew Whitworth,WhitAn20,168,164,11,3,1,104
10,Brandon Marshall,MarsBr00,167,151,11,6,1,103
11,Joe Flacco,FlacJo00,138,138,9,0,0,97
12,Tamba Hali,HaliTa20,172,157,11,5,0,97
13,David Harris,HarrDa99,154,147,10,0,0,97
14,Matt Forte,FortMa00,134,133,9,2,0,94
15,Cam Newton,NewtCa00,93,92,6,3,1,94
16,Calvin Johnson,JohnCa00,135,130,9,6,3,93
17,Josh Sitton,SittJo20,134,124,9,4,0,92
18,Mario Williams,WillMa22,158,150,11,4,1,92
19,Marques Colston,ColsMa00,146,106,10,0,0,90
20,J.J. Watt,WattJ.00,83,83,6,4,4,90
21,Calais Campbell,CampCa99,138,120,9,2,0,86
22,Matthew Stafford,StafMa00,109,109,8,1,0,86
23,Nick Mangold,MangNi20,164,164,11,7,2,85
24,Marshal Yanda,YandMa20,144,133,10,6,2,85
25,Maurice Jones-Drew,DrewMa00,126,71,9,3,1,84
26,Clay Matthews,MattCl99,113,107,8,6,1,84
27,Ndamukong Suh,SuhxNd99,110,110,7,5,3,84
28,Lawrence Timmons,TimmLa99,158,126,10,1,0,84
29,Kyle Williams,WillKy20,151,146,11,5,0,84
30,Russell Wilson,WilsRu00,80,80,5,3,0,84
31,LeSean McCoy,McCoLe01,117,103,8,5,2,83
32,Eric Weddle,WeddEr99,153,138,10,4,2,83
33,Chris Johnson,JohnCh04,126,108,9,3,1,82
34,Richard Sherman,SherRi00,96,90,6,4,3,82
35,Joe Staley,StalJo20,143,143,10,5,0,82
36,Chad Greenway,GreeCh99,156,144,10,2,0,80
37,Marshawn Lynch,LyncMa00,127,114,9,5,1,80
38,Von Miller,MillVo00,88,88,6,5,3,80
39,D'Qwell Jackson,JackDQ20,141,140,10,1,0,79
40,DeSean Jackson,JackDe00,127,123,9,3,0,79
41,Ryan Kalil,KaliRy20,126,123,10,5,2,79
42,Patrick Peterson,PetePa00,96,96,6,6,3,79
43,Duane Brown,BrowDu20,132,132,9,3,1,78
44,Geno Atkins,AtkiGe99,105,89,7,5,2,77
45,Antonio Brown,BrowAn04,101,74,7,5,3,77
46,Elvis Dumervil,DumeEl20,146,99,10,5,2,77
47,Greg Jennings,JennGr00,143,119,10,2,0,77
48,Domata Peko,PekoDo20,171,156,11,0,0,77
49,Jordy Nelson,NelsJo00,121,73,8,1,0,75
50,Antonio Cromartie,CromAn20,162,137,11,4,1,74
51,A.J. Hawk,HawkA.20,159,147,11,0,0,74
52,Julio Jones,JoneJu02,79,78,6,4,2,74
53,Ryan Clady,CladRy20,107,106,8,4,2,73
54,Andy Dalton,DaltAn00,93,93,6,3,0,73
55,Johnathan Joseph,JoseJo20,156,145,11,2,0,73
56,Reggie Nelson,NelsRe99,154,141,10,2,0,73
57,Earl Thomas,ThomEa99,107,107,7,5,3,73
58,DeAngelo Williams,WillDe02,141,96,11,1,0,73
59,Reggie Bush,BushRe00,134,96,11,0,0,72
60,Antoine Bethea,BethAn20,162,162,11,3,0,71
61,Chris Chester,ChesCh21,169,143,11,0,0,71
62,Jamaal Charles,CharJa00,103,69,9,4,2,70
63,D'Brickashaw Ferguson,FergDB20,160,160,10,3,0,70
64,Ray Rice,RiceRa00,92,80,6,3,0,70
65,DeMeco Ryans,RyanDe20,140,139,10,2,0,70
66,Daryn Colledge,CollDa20,141,137,9,0,0,69
67,Brandon Mebane,MebaBr99,141,135,10,0,0,69
68,Justin Blalock,BlalJu20,125,125,8,0,0,68
69,NaVorro Bowman,BowmNa99,84,69,6,3,4,68
70,Luke Kuechly,KuecLu00,71,71,5,4,3,67
71,Paul Posluszny,PoluPa99,129,129,10,1,0,67
72,Tyron Smith,SmitTy00,92,92,6,4,2,67
73,Aqib Talib,TaliAq99,120,106,9,4,1,67
74,Mike Iupati,IupaMi20,103,103,7,4,1,66
75,Demaryius Thomas,ThomDe03,101,87,7,4,0,66
76,Bobby Wagner,WagnBo00,72,71,5,3,2,66
77,Jermon Bushrod,BushJe20,124,112,10,2,0,65
78,A.J. Green,GreeA.00,86,86,6,6,0,65
79,Ben Grubbs,GrubBe20,129,125,9,2,0,65
80,Charlie Johnson,JohnCh23,134,115,9,0,0,65
81,Greg Olsen,OlseGr00,158,132,10,3,0,65
82,Louis Vasquez,VasqLo20,102,101,7,1,1,65
83,Muhammad Wilkerson,WilkMu00,92,89,6,1,0,65
84,Trent Williams,WillTr21,97,96,7,5,0,65
85,Eric Winston,WinsEr20,157,125,11,0,0,65
86,Michael Griffin,GrifMi99,154,139,10,2,0,64
87,Andrew Luck,LuckAn00,70,70,5,3,0,64
88,LaMarr Woodley,WoodLa99,110,93,9,1,0,64
89,Dez Bryant,BryaDe01,97,83,7,3,1,63
90,Rob Gronkowski,GronRo00,88,75,7,4,3,63
91,James Laurinaitis,LaurJa99,118,116,8,0,0,63
92,DeMarco Murray,MurrDe00,84,71,6,3,1,63
93,Donte Whitner,WhitDo20,157,152,11,3,0,63
94,Jake Long,LongJa20,104,99,9,4,1,62
95,Mike Wallace,WallMi00,127,108,8,1,0,62
96,Jon Beason,BeasJo99,93,90,9,3,1,61
97,T.J. Lang,LangT.20,119,94,8,1,0,61
98,Alex Mack,MackAl20,117,117,8,4,0,61
99,Gerald McCoy,McCoGe99,94,94,7,5,1,61
100,Zach Strief,StriZa20,156,92,11,0,0,61
101,Cliff Avril,AvriCl99,136,110,9,1,0,60
102,Gosder Cherilus,CherGo20,131,116,9,0,0,60
103,Pierre Garcon,GarcPi00,132,115,9,0,0,60
104,Andy Levitre,LeviAn20,128,128,8,0,0,60
105,Curtis Lofton,LoftCu99,128,120,8,0,0,60
106,Rob Ninkovich,NinkRo20,131,101,11,0,0,60
107,Maurkice Pouncey,PounMa20,77,77,6,5,2,60
108,Max Unger,UngeMa20,98,98,8,2,1,60
109,Cortland Finnegan,FinnCo20,133,111,10,1,1,59
110,Roman Harper,HarpRo21,156,140,11,2,0,59
111,Jerod Mayo,MayoJe99,103,93,8,2,1,59
112,Dominique Rodgers-Cromartie,RodgDo99,138,114,9,2,0,59
113,Stephen Tulloch,TullSt20,157,112,11,0,0,59
114,Sebastian Vollmer,VollSe20,88,80,7,0,0,59
115,Brian Cushing,CushBr99,99,99,8,1,0,58
116,Leon Hall,HallLe98,133,107,10,0,0,58
117,Ahtyba Rubin,RubiAh99,131,107,9,0,0,58
118,Dwayne Bowe,BoweDw00,125,112,9,1,0,57
119,Doug Free,FreeDo20,124,114,9,0,0,57
120,Jimmy Graham,GrahJi00,105,76,7,4,1,57
121,Devin Hester,HestDe99,156,47,11,4,3,57
122,Carl Nicks,NickCa20,73,70,6,2,1,57
123,Vernon Davis,DaviVe00,164,154,11,2,0,56
124,Manny Lawson,LawsMa20,143,110,10,0,0,56
125,Brian Orakpo,OrakBr99,103,103,8,4,0,56
126,Samson Satele,SateSa20,118,114,8,0,0,56
127,Rob Sims,SimsRo20,125,114,9,0,0,56
128,Jeremy Zuttah,ZuttJe20,131,117,9,1,0,56
129,Jeromey Clary,ClarJe20,103,93,7,0,0,55
130,Michael Crabtree,CrabMi00,111,108,8,0,0,55
131,Jeremy Maclin,MaclJe00,102,100,7,0,0,55
132,Rey Maualuga,MauaRe99,114,104,8,0,0,55
133,Ryan Tannehill,TannRy00,77,77,5,0,0,55
134,Kamerion Wimbley,WimbKa20,140,123,9,0,0,55
135,Joseph Addai,AddaJo00,78,60,6,1,0,54
136,Zane Beadles,BeadZa20,112,110,7,1,0,54
137,Barry Cofield,CofiBa20,138,129,10,0,0,54
138,Santonio Holmes,HolmSa00,112,91,9,0,0,54
139,James Jones,JoneJa04,136,72,9,0,0,54
140,Chris Long,LongCh99,130,102,9,0,0,54
141,Devin McCourty,McCoDe99,107,107,7,2,0,54
142,Jonathan Stewart,StewJo00,116,54,9,1,0,54
143,K.J. Wright,WrigK.00,92,88,6,1,0,54
144,Branden Albert,AlbeBr20,120,118,9,2,0,53
145,Eric Berry,BerrEr99,86,84,7,5,3,53
146,Brandon Carr,CarrBr99,144,144,9,0,0,53
147,Jurrell Casey,CaseJu00,94,92,6,2,0,53
148,Justin Houston,HousJu00,75,69,6,4,1,53
149,Charles Johnson,JohnCh98,131,103,10,0,0,53
150,Davin Joseph,JoseDa20,116,112,9,2,0,53
151,Marcus McNeill,McNeMa20,82,82,6,2,0,53
152,Randall Cobb,CobbRa00,81,53,6,1,0,52
153,Dashon Goldson,GoldDa99,127,106,10,2,1,52
154,T.Y. Hilton,HiltT.00,78,57,5,3,0,52
155,Malcolm Jenkins,JenkMa99,119,111,8,1,0,52
156,Dawan Landry,LandDa21,130,126,9,0,0,52
157,Kendall Langford,LangKe98,135,113,9,0,0,52
158,Jason Pierre-Paul,PierJa99,95,69,7,2,1,52
159,Glover Quin,QuinGl99,127,124,8,1,0,52
160,Connor Barwin,BarwCo99,113,96,8,1,0,51
161,Marcell Dareus,DareMa00,86,82,6,2,1,51
162,Lavonte David,DaviLa00,78,78,5,1,1,51
163,Carlos Dunlap,DunlCa99,102,65,7,2,0,51
164,Michael Johnson,JohnMi98,125,89,8,0,0,51
165,Brian Robison,RobiBr98,158,102,10,0,0,51
166,Julian Edelman,EdelJu00,103,59,8,0,0,50
167,Tim Jennings,JennTi20,137,98,10,2,0,50
168,Michael Oher,OherMi20,110,110,8,0,0,50
169,Nate Solder,SoldNa00,82,79,6,0,0,50
170,Eric Wood,WoodEr20,104,104,8,2,0,50
171,Brodrick Bunkley,BunkBr20,130,101,9,0,0,49
172,Owen Daniels,DaniOw00,131,125,10,2,0,49
173,William Gay,GayxWi99,160,101,10,0,0,49
174,Cameron Jordan,JordCa00,96,95,6,2,0,49
175,Colin Kaepernick,KaepCo00,69,58,6,0,0,49
176,Ryan Kerrigan,KerrRy00,96,96,6,2,0,49
177,John Sullivan,SullJo24,122,94,8,0,0,49
178,Golden Tate,TateGo00,106,81,7,1,0,49
179,Bryan Bulaga,BulaBr20,80,76,6,0,0,48
180,Kam Chancellor,ChanKa99,100,84,7,4,0,48
181,Fletcher Cox,CoxxFl00,79,73,5,2,0,48
182,Vontae Davis,DaviVo99,115,107,8,2,0,48
183,Ted Ginn,GinnTe00,151,61,10,0,0,48
184,Percy Harvin,HarvPe00,75,61,8,1,0,48
185,DeAndre Levy,LevyDe99,95,86,8,0,0,48
186,Ryan Mathews,MathRy00,86,66,7,1,0,48
187,Sam Bradford,BradSa00,78,78,6,0,0,47
188,Ahmad Bradshaw,BradAh00,103,36,9,0,0,47
189,Alan Branch,BranAl99,134,79,10,0,0,47
190,Eric Decker,DeckEr00,95,75,7,0,0,47
191,Linval Joseph,JoseLi99,97,90,7,1,0,47
192,Russell Okung,OkunRu20,88,88,7,1,0,47
193,Emmanuel Sanders,SandEm00,103,65,7,2,0,47
194,Paul Soliai,SoliPa99,138,87,10,1,0,47
195,Anthony Castonzo,CastAn00,89,89,6,0,0,46
196,Aaron Donald,DonaAa00,48,44,3,3,2,46
197,Brandon Flowers,FlowBr99,119,117,9,1,0,46
198,Le'Veon Bell,BellLe00,47,47,4,2,1,45
199,Jairus Byrd,ByrdJa99,106,98,8,3,0,45
200,Willie Colon,ColoWi20,100,100,9,0,0,45
201,Joe Haden,HadeJo99,90,81,7,2,0,45
202,Phil Loadholt,LoadPh20,89,89,6,0,0,45
203,Darren McFadden,McFaDa00,103,75,9,0,0,45
204,Dontari Poe,PoexDo00,78,76,5,2,0,45
205,Robert Quinn,QuinRo00,80,62,6,2,1,45
206,Jared Veldheer,VeldJa20,93,88,7,0,0,45
207,Justin Durant,DuraJu99,121,92,10,0,0,44
208,Orlando Franklin,FranOr00,89,89,6,0,0,44
209,Terrance Knighton,KnigTe99,108,96,7,0,0,44
210,Brandon LaFell,LaFeBr00,103,70,7,0,0,44
211,Sean Lee,LeexSe99,75,61,6,2,1,44
212,Danieal Manning,MannDa21,128,96,9,0,0,44
213,Rocky McIntosh,McInRo20,124,78,8,0,0,44
214,Hakeem Nicks,NickHa01,92,67,7,0,0,44
215,Andre Smith,SmitAn23,86,77,8,0,0,44
216,David Bakhtiari,BakhDa00,62,62,4,1,0,43
217,Glenn Dorsey,DorsGl99,104,92,8,0,0,43
218,Mathias Kiwanuka,KiwaMa20,120,82,9,0,0,43
219,LaRon Landry,LandLa99,103,97,8,1,0,43
220,Sean Smith,SmitSe99,123,115,8,0,0,43
221,Erik Walden,WaldEr99,129,86,9,0,0,43
222,T.J. Ward,WardT.99,95,95,7,2,0,43
223,David DeCastro,DeCaDa00,67,66,5,2,1,42
224,Ray Edwards,EdwaRa21,97,78,7,0,0,42
225,Parys Haralson,HaraPa20,118,88,9,0,0,42
226,Dont'a Hightower,HighDo01,67,64,5,1,0,42
227,Chandler Jones,JoneCh03,71,68,5,1,0,42
228,Bernard Pollard,PollBe20,126,106,9,0,0,42
229,Matt Slauson,SlauMa20,101,101,7,0,0,42
230,Jeremy Trueblood,TrueJe20,116,94,8,0,0,42
231,Travis Frederick,FredTr00,64,64,4,3,1,41
232,Josh Freeman,FreeJo00,62,61,6,0,0,41
233,Tyson Jackson,JackTy98,122,90,8,0,0,41
234,Uche Nwaneri,NwanUc20,104,92,7,0,0,41
235,Tyson Alualu,AluaTy99,110,88,7,0,0,40
236,Brent Celek,CeleBr00,159,122,10,0,0,40
237,Thomas DeCoud,DeCoTh99,104,89,7,1,0,40
238,Everson Griffen,GrifEv99,106,48,7,2,0,40
239,Corey Liuget,LiugCo00,90,87,6,0,0,40
240,Dwight Lowery,LoweDw99,116,88,9,0,0,40
241,Mike Pouncey,PounMi00,77,77,6,3,0,40
242,Eddie Royal,RoyaEd00,116,71,9,0,0,40
243,Lardarius Webb,WebbLa99,111,82,8,0,0,40
244,Josh Wilson,WilsJo99,126,89,9,0,0,40
245,Kenny Britt,BritKe00,104,71,8,0,0,39
246,Stephen Gostkowski,GostSt20,168,0,11,4,2,39
247,Jason Hatcher,HatcJa20,147,69,10,1,0,39
248,Janoris Jenkins,JenkJa03,75,73,5,1,0,39
249,John Jerry,JerrJo20,105,85,7,0,0,39
250,Deuce Lutui,LutuDe20,101,80,7,0,0,39
251,Ray McDonald,McDoRa99,115,68,8,0,0,39
252,Will Montgomery,MontWi20,110,75,9,0,0,39
253,Olivier Vernon,VernOl00,80,62,5,0,0,39
254,Martellus Bennett,BennMa00,135,100,9,1,0,38
255,King Dunlap,DunlKi20,98,65,8,0,0,38
256,Marcus Gilbert,GilbMa00,76,75,6,0,0,38
257,Ryan Harris,HarrRy20,115,70,9,0,0,38
258,Evander Hood,HoodEv99,114,60,8,0,0,38
259,Chris Houston,HousCh99,99,91,7,0,0,38
260,Thomas Howard,HowaTh20,95,78,8,0,0,38
261,Michael Huff,HuffMi20,118,94,8,0,0,38
262,Kareem Jackson,JackKa99,100,93,7,0,0,38
263,Alshon Jeffery,JeffAl00,63,56,5,1,0,38
264,Jason Kelce,KelcJa00,78,78,6,2,0,38
265,Whitney Mercilus,MercWh00,78,59,5,0,0,38
266,Roy Miller,MillRo99,112,83,8,0,0,38
267,Eugene Monroe,MonrEu20,93,90,7,0,0,38
268,Captain Munnerlyn,MunnCa99,124,80,8,0,0,38
269,Sheldon Richardson,RichSh00,58,55,4,1,0,38
270,Frostee Rucker,RuckFr99,126,57,10,0,0,38
271,Mark Sanchez,SancMa00,77,72,7,0,0,38
272,Jabaal Sheard,SheaJa00,89,59,6,0,0,38
273,Delanie Walker,WalkHu00,159,85,11,2,0,38
274,Daryl Washington,WashDa99,59,53,4,1,0,38
275,Corey Graham,GrahCo99,157,64,10,1,0,37
276,Mark Ingram,IngrMa01,78,45,6,1,0,37
277,Steve Johnson,JohnSt00,99,67,8,0,0,37
278,Jason Jones,JoneJa99,109,70,9,0,0,37
279,Chris Kuper,KupeCh20,90,79,8,0,0,37
280,Marcedes Lewis,LewiMa00,154,141,11,1,0,37
281,Khalil Mack,MackKh00,48,48,3,2,2,37
282,Richard Marshall,MarsRi20,124,66,9,0,0,37
283,Jason McCourty,McCoJa99,108,90,8,0,0,37
284,Brandon Meriweather,MeriBr99,112,80,9,2,0,37
285,B.J. Raji,RajiBJ99,91,78,6,1,0,37
286,Torrey Smith,SmitTo02,92,86,6,0,0,37
287,C.J. Spiller,SpilC.00,89,38,7,1,0,37
288,Jason Avant,AvanJa00,148,53,10,0,0,36
289,Michael Brockers,BrocMi00,75,74,5,0,0,36
290,Levi Brown,BrowLe20,82,79,7,0,0,36
291,Red Bryant,BryaRe99,86,71,8,0,0,36
292,Harry Douglas,DougHa00,116,40,8,0,0,36
293,Cordy Glenn,GlenCo00,72,72,5,0,0,36
294,Robert Griffin,GrifRo01,42,40,4,1,0,36
295,Brian Hartline,HartBr00,104,73,7,0,0,36
296,Reshad Jones,JoneRe99,94,80,7,1,0,36
297,Paul Kruger,KrugPa99,114,66,8,0,0,36
298,Eddie Lacy,LacyEd00,51,48,4,1,0,36
299,Kory Lichtensteiger,LichKo20,94,75,8,0,0,36
300,Koa Misi,MisiKo99,84,72,7,0,0,36
301,Riley Reiff,ReifRi00,77,69,5,0,0,36
302,Sidney Rice,RiceSi01,81,57,7,1,0,36
303,Anthony Spencer,SpenAn99,104,67,8,1,0,36
304,Alterraun Verner,VernAl99,110,70,7,1,0,36
305,Dan Williams,WillDa99,102,66,7,0,0,36
306,Stefen Wisniewski,WisnSt01,93,83,6,0,0,36
307,Vince Young,YounVi00,60,50,6,2,0,36
308,James Anderson,AndeJa21,116,71,9,0,0,35
309,Sam Baker,BakeSa21,75,61,7,0,0,35
310,Clint Boling,BoliCl00,79,77,6,0,0,35
311,James Carpenter,CarpJa00,77,71,6,0,0,35
312,Jamie Collins,CollJa00,58,49,4,1,0,35
313,Demario Davis,DaviDe00,80,66,5,0,0,35
314,Justin Forsett,ForsJu00,122,37,9,1,0,35
315,Chris Gocong,GocoCh99,79,67,6,0,0,35
316,William Hayes,HayeWi99,124,46,9,0,0,35
317,Rashad Jennings,JennRa00,93,54,7,0,0,35
318,Matt Kalil,KaliMa00,66,66,5,1,0,35
319,Kyle Long,LongKy00,55,55,4,3,0,35
320,Doug Martin,MartDo00,57,57,5,2,1,35
321,Zack Martin,MartZa00,48,48,3,3,2,35
322,Leodis McKelvin,McKeLe99,111,72,9,0,0,35
323,Knowshon Moreno,MoreKn00,63,45,6,0,0,35
324,Derrick Morgan,MorgDe99,91,80,7,0,0,35
325,C.J. Mosley,MoslC.00,46,46,3,2,0,35
326,Marshall Newhouse,NewhMa20,86,56,6,0,0,35
327,Kelechi Osemele,OsemKe00,66,66,5,1,1,35
328,Tracy Porter,PortTr99,98,88,9,0,0,35
329,Manuel Ramirez,RamiMa20,83,65,8,0,0,35
330,Darryl Tapp,TappDa20,162,38,11,0,0,35
331,Derek Wolfe,WolfDe00,69,69,5,0,0,35
332,Eric Wright,WrigEr99,92,81,7,0,0,35
333,Odell Beckham,BeckOd00,43,42,3,3,0,34
334,Jared Cook,CookJa02,117,47,8,0,0,34
335,Anthony Davis,DaviAn27,72,71,6,0,0,34
336,Greg Hardy,HardGr99,75,52,6,1,0,34
337,Geno Hayes,HayeGe98,101,70,7,0,0,34
338,Lamarr Houston,HousLa99,90,70,7,0,0,34
339,Jacoby Jones,JoneJa03,128,33,9,1,1,34
340,Perry Riley,RilePe00,90,74,7,0,0,34
341,Mitchell Schwartz,SchwMi00,80,80,5,0,0,34
342,Ernie Sims,SimsEr20,109,87,8,0,0,34
343,Leon Washington,WashLe00,126,14,9,2,1,34
344,Cary Williams,WillCa99,97,75,8,0,0,34
345,Joe Barksdale,BarkJo00,85,62,6,0,0,33
346,Will Beatty,BeatWi20,89,63,7,0,0,33
347,Donald Butler,ButlDo99,85,67,6,0,0,33
348,Mason Foster,FostMa00,86,72,6,0,0,33
349,Breno Giacomini,GiacBr20,78,70,7,0,0,33
350,DeAndre Hopkins,HopkDe00,64,64,4,1,0,33
351,Jerry Hughes,HughJe99,104,55,7,0,0,33
352,Ted Larsen,LarsTe20,101,65,7,0,0,33
353,Shawn Lauvao,LauvSh20,85,76,7,0,0,33
354,Mike McGlynn,McGlMi20,83,61,7,0,0,33
355,Zach Miller,MillZa01,110,106,8,1,0,33
356,Jeremy Mincey,MincJe99,96,62,8,0,0,33
357,Alec Ogletree,OgleAl00,52,52,4,0,0,33
358,Corey Peters,PeteCo00,86,69,6,0,0,33
359,Jerraud Powers,PoweJe99,100,88,8,0,0,33
360,Harrison Smith,SmitHa00,67,66,5,2,0,33
361,Philip Wheeler,WheePh99,133,66,9,0,0,33
362,Ezekiel Ansah,AnsaEz00,59,57,4,1,0,32
363,Akeem Ayers,AyerAk00,91,58,6,0,0,32
364,Morgan Burnett,BurnMo99,90,90,7,0,0,32
365,Patrick Chung,ChunPa99,109,85,8,0,0,32
366,Rodney Hudson,HudsRo00,80,64,6,1,0,32
367,Bruce Irvin,IrviBr00,74,53,5,0,0,32
368,Lamar Miller,MillLa01,75,62,5,0,0,32
369,Mike Mitchell,MitcMi99,124,71,8,0,0,32
370,William Moore,MoorWi99,76,72,7,1,0,32
371,Alfred Morris,MorrAl00,78,64,5,2,0,32
372,Jared Odrick,OdriJa99,87,63,7,0,0,32
373,Brooks Reed,ReedBr00,88,64,6,0,0,32
374,Kevin Zeitler,ZeitKe00,72,71,5,0,0,32
375,Nate Allen,AlleNa99,93,76,7,0,0,31
376,Giovani Bernard,BernGi00,55,12,4,0,0,31
377,Kurt Coleman,ColeKu99,104,62,7,0,0,31
378,Kirk Cousins,CousKi00,46,41,5,1,0,31
379,D.J. Fluker,FlukDJ00,59,59,4,0,0,31
380,Charles Godfrey,GodfCh99,95,75,8,0,0,31
381,Letroy Guion,GuioLe99,112,66,9,0,0,31
382,Cameron Heyward,HeywCa01,87,52,6,0,0,31
383,Kendrick Lewis,LewiKe00,90,81,7,0,0,31
384,Rashard Mendenhall,MendRa00,72,63,6,0,0,31
385,Rodger Saffold,SaffRo20,83,80,7,0,0,31
386,Kraig Urbik,UrbiKr20,100,63,7,0,0,31
387,Tarell Brown,BrowTa99,117,63,9,0,0,30
388,Derek Carr,CarrDe02,47,47,3,2,0,30
389,Antoine Cason,CasoAn99,110,60,7,0,0,30
390,Sedrick Ellis,ElliSe99,70,70,5,0,0,30
391,Devonta Freeman,FreeDe00,47,29,3,2,0,30
392,Brandon Fusco,FuscBr00,67,64,6,0,0,30
393,Mike Jenkins,JenkMi99,101,68,8,1,0,30
394,Felix Jones,JoneFe00,80,25,6,0,0,30
395,Sen'Derrick Marks,MarkSe99,103,61,8,0,0,30
396,Derek Newton,NewtDe00,82,68,6,0,0,30
397,Mike Pollak,PollMi20,81,52,7,0,0,30
398,James Starks,StarJa00,76,13,7,0,0,30
399,Kroy Biermann,BierKr99,114,37,8,0,0,29
400,Kevin Boothe,BootKe20,114,62,9,0,0,29
401,Blake Bortles,BortBl00,46,45,3,0,0,29
402,Zach Brown,BrowZa00,65,49,5,1,0,29
403,Jared Crick,CricJa00,79,47,5,0,0,29
404,Louis Delmas,DelmLo99,78,76,6,0,0,29
405,Jermichael Finley,FinlJe00,70,48,6,0,0,29
406,Eric Fisher,FishEr00,62,59,4,0,0,29
407,Michael Floyd,FloyMi00,78,47,5,0,0,29
408,Kedric Golston,GolsKe20,142,53,11,0,0,29
409,Jermaine Gresham,GresJe00,105,93,7,2,0,29
410,Cedric Griffin,GrifCe20,89,72,7,0,0,29
411,Chad Henne,HennCh01,65,53,8,0,0,29
412,Mychal Kendricks,KendMy00,70,61,5,0,0,29
413,Bobby Massie,MassBo00,69,61,5,0,0,29
414,Rolando McClain,McClRo00,65,61,5,0,0,29
415,Robert Meachem,MeacRo00,103,35,7,0,0,29
416,Stephen Nicholas,NichSt99,101,50,7,0,0,29
417,Josh Norman,NormJo01,69,54,5,1,1,29
418,Aldon Smith,SmitAl04,59,37,5,1,1,29
419,Malcolm Smith,SmitMa02,88,46,6,0,0,29
420,Tyrod Taylor,TaylTy00,43,29,6,1,0,29
421,J'Marcus Webb,WebbJM20,79,64,7,0,0,29
422,Robert Ayers,AyerRo99,108,49,8,0,0,28
423,Mackenzy Bernadeau,BernMa20,111,49,7,0,0,28
424,Tyvon Branch,BranTy99,98,73,9,0,0,28
425,Steve Breaston,BreaSt00,86,43,6,0,0,28
426,Donald Brown,BrowDo00,88,25,7,0,0,28
427,Marcus Cannon,CannMa00,80,34,6,0,0,28
428,Chris Conte,ContCh00,85,76,6,0,0,28
429,Anthony Fasano,FasaAn00,164,128,11,0,0,28
430,Omar Gaither,GaitOm20,92,45,8,0,0,28
431,Marcus Gilchrist,GilcMa00,91,69,6,0,0,28
432,Stephon Gilmore,GilmSt00,68,66,5,1,0,28
433,Brandon Graham,GrahBr99,96,39,7,0,0,28
434,John Greco,GrecJo20,111,70,9,0,0,28
435,Joe Hawley,HawlJo20,87,52,7,0,0,28
436,Tim Hightower,HighTi00,77,45,6,0,0,28
437,Travis Kelce,KelcTr00,49,42,4,2,1,28
438,Star Lotulelei,LotuSt00,60,59,4,0,0,28
439,Jake Matthews,MattJa00,47,47,3,0,0,28
440,Jordan Mills,MillJo02,55,50,4,0,0,28
441,Tony Scheffler,ScheTo00,107,42,8,0,0,28
442,Kawann Short,ShorKa00,64,41,4,1,0,28
443,Pat Sims,SimsPa99,116,41,9,0,0,28
444,Chris Williams,WillCh25,79,57,7,0,0,28
445,Sam Acho,AchoSa00,82,45,6,0,0,27
446,Nigel Bradham,BradNi00,73,54,5,0,0,27
447,Mason Crosby,CrosMa20,160,0,10,0,0,27
448,Mike Daniels,DaniMi00,78,49,5,0,0,27
449,Mike Evans,EvanMi00,46,45,3,1,0,27
450,Rashad Johnson,JohnRa98,114,58,8,0,0,27
451,Sam Koch,KochSa20,176,0,11,1,0,27
452,Laurence Maroney,MaroLa00,49,17,5,0,0,27
453,Henry Melton,MeltHe99,80,36,6,1,0,27
454,J.R. Sweezy,SweeJ.00,59,49,4,0,0,27
455,Larry Warford,WarfLa00,57,57,4,0,0,27
456,Mike Williams,WillMi04,63,52,5,0,0,27
457,Anthony Barr,BarrAn00,42,42,3,2,0,26
458,Mark Barron,BarrMa00,78,67,5,0,0,26
459,Kelvin Beachum,BeacKe00,59,54,5,0,0,26
460,Michael Bush,BushMi00,89,20,6,0,0,26
461,Nick Fairley,FairNi00,77,46,6,0,0,26
462,Bradley Fletcher,FletBr99,73,54,7,0,0,26
463,Nick Folk,FolkNi20,150,0,10,1,0,26
464,Nick Hayden,HaydNi99,76,60,7,0,0,26
465,Akiem Hicks,HickAk00,77,49,5,0,0,26
466,Tanard Jackson,JackTa99,56,56,6,0,0,26
467,Ben Jones,JoneBe01,80,59,5,0,0,26
468,Marvin Jones,JoneMa02,58,36,4,0,0,26
469,Jarvis Landry,LandJa00,48,41,3,2,0,26
470,Paul McQuistan,McQuPa21,97,53,8,0,0,26
471,Amobi Okoye,OkoyAm99,87,59,6,0,0,26
472,Keith Rivers,RiveKe99,74,50,6,0,0,26
473,Mohamed Sanu,SanuMo00,72,49,5,0,0,26
474,Matt Shaughnessy,ShauMa99,75,48,6,0,0,26
475,Kelvin Sheppard,ShepKe00,93,57,6,0,0,26
476,Ryan Succop,SuccRy44,128,0,8,0,0,26
477,Courtney Upshaw,UpshCo00,77,56,5,0,0,26
